terse_version_3;fio_version;jobname;groupid;error;read_kb;read_bandwidth_kb;read_iops;read_runtime_ms;read_slat_min_us;read_slat_max_us;read_slat_mean_us;read_slat_dev_us;read_clat_min_us;read_clat_max_us;read_clat_mean_us;read_clat_dev_us;read_clat_pct01;read_clat_pct02;read_clat_pct03;read_clat_pct04;read_clat_pct05;read_clat_pct06;read_clat_pct07;read_clat_pct08;read_clat_pct09;read_clat_pct10;read_clat_pct11;read_clat_pct12;read_clat_pct13;read_clat_pct14;read_clat_pct15;read_clat_pct16;read_clat_pct17;read_clat_pct18;read_clat_pct19;read_clat_pct20;read_tlat_min_us;read_lat_max_us;read_lat_mean_us;read_lat_dev_us;read_bw_min_kb;read_bw_max_kb;read_bw_agg_pct;read_bw_mean_kb;read_bw_dev_kb;write_kb;write_bandwidth_kb;write_iops;write_runtime_ms;write_slat_min_us;write_slat_max_us;write_slat_mean_us;write_slat_dev_us;write_clat_min_us;write_clat_max_us;write_clat_mean_us;write_clat_dev_us;write_clat_pct01;write_clat_pct02;write_clat_pct03;write_clat_pct04;write_clat_pct05;write_clat_pct06;write_clat_pct07;write_clat_pct08;write_clat_pct09;write_clat_pct10;write_clat_pct11;write_clat_pct12;write_clat_pct13;write_clat_pct14;write_clat_pct15;write_clat_pct16;write_clat_pct17;write_clat_pct18;write_clat_pct19;write_clat_pct20;write_tlat_min_us;write_lat_max_us;write_lat_mean_us;write_lat_dev_us;write_bw_min_kb;write_bw_max_kb;write_bw_agg_pct;write_bw_mean_kb;write_bw_dev_kb;cpu_user;cpu_sys;cpu_csw;cpu_mjf;cpu_minf;iodepth_1;iodepth_2;iodepth_4;iodepth_8;iodepth_16;iodepth_32;iodepth_64;lat_2us;lat_4us;lat_10us;lat_20us;lat_50us;lat_100us;lat_250us;lat_500us;lat_750us;lat_1000us;lat_2ms;lat_4ms;lat_10ms;lat_20ms;lat_50ms;lat_100ms;lat_250ms;lat_500ms;lat_750ms;lat_1000ms;lat_2000ms;lat_over_2000ms;disk_name;disk_read_iops;disk_write_iops;disk_read_merges;disk_write_merges;disk_read_ticks;write_ticks;disk_queue_time;disk_util
3;fio-3.25;write-job-32k-io1;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;524288;8620;269;60818;7;977647;253.333612;8359.375718;60;4697930;3454.685505;46046.697125;1.000000%=79;5.000000%=81;10.000000%=85;20.000000%=115;30.000000%=148;40.000000%=185;50.000000%=218;60.000000%=485;70.000000%=2605;80.000000%=5144;90.000000%=8585;95.000000%=11993;99.000000%=22413;99.500000%=26607;99.900000%=42729;99.950000%=193986;99.990000%=2332033;0%=0;0%=0;0%=0;86;4698003;3708.387399;46847.000786;192;173504;10.487527%;9944.901961;24479.373475;0.286104%;1.540688%;16802;0;15;100.0%;0.0%;0.0%;0.0%;0.0%;0.0%;0.0%;0.00%;0.00%;0.00%;0.00%;0.00%;15.23%;39.78%;5.13%;2.03%;1.08%;3.13%;9.11%;16.93%;6.27%;1.23%;0.01%;0.01%;0.02%;0.00%;0.00%;0.01%;0.02%;sda;6516;179839;221;12821;59369;2587730;2663626;95.88%
3;fio-3.25;write-job-32k-io2;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;524288;9203;287;56965;4;978562;430.903488;8972.956837;63;4703177;6519.570084;65527.147494;1.000000%=118;5.000000%=150;10.000000%=173;20.000000%=207;30.000000%=444;40.000000%=1810;50.000000%=3358;60.000000%=4685;70.000000%=6324;80.000000%=8585;90.000000%=12255;95.000000%=16187;99.000000%=26345;99.500000%=31588;99.900000%=193986;99.950000%=1035993;99.990000%=4731174;0%=0;0%=0;0%=0;91;4703223;6950.815005;66191.870154;384;42304;11.627242%;11025.648936;10781.398144;0.261569%;1.407907%;14777;0;16;0.1%;100.0%;0.0%;0.0%;0.0%;0.0%;0.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.24%;23.25%;8.11%;2.28%;1.92%;4.87%;13.89%;29.82%;12.87%;2.60%;0.04%;0.02%;0.03%;0.00%;0.00%;0.03%;0.04%;sda;6516;179839;221;12821;59369;2587730;2663626;95.88%
3;fio-3.25;write-job-32k-io4;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;524288;10838;338;48373;5;4702290;1061.252656;37993.239865;101;4746632;10744.998146;85767.160171;1.000000%=272;5.000000%=370;10.000000%=428;20.000000%=856;30.000000%=2506;40.000000%=4751;50.000000%=6389;60.000000%=7962;70.000000%=10158;80.000000%=12779;90.000000%=16908;95.000000%=21889;99.000000%=37486;99.500000%=44826;99.900000%=1044381;99.950000%=2105540;99.990000%=4731174;0%=0;0%=0;0%=0;127;4752738;11806.651538;94070.191473;320;66624;14.140897%;13409.246753;13407.695588;0.353510%;1.637311%;13056;0;16;0.1%;0.1%;100.0%;0.0%;0.0%;0.0%;0.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.69%;15.78%;2.75%;2.53%;6.53%;7.49%;33.63%;24.14%;6.04%;0.17%;0.05%;0.07%;0.00%;0.00%;0.07%;0.07%;sda;6516;179839;221;12821;59369;2587730;2663626;95.88%
3;fio-3.25;write-job-32k-io8;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;524288;12172;380;43071;4;4710010;1693.825313;42131.181514;112;4745866;19332.968553;125689.235519;1.000000%=839;5.000000%=1581;10.000000%=2703;20.000000%=5668;30.000000%=7307;40.000000%=9240;50.000000%=11075;60.000000%=13172;70.000000%=15794;80.000000%=19267;90.000000%=25034;95.000000%=32636;99.000000%=60030;99.500000%=181403;99.900000%=2122317;99.950000%=2332033;99.990000%=4731174;0%=0;0%=0;0%=0;163;4767883;21027.269966;132673.779249;1024;59008;15.639602%;14830.409091;9403.206193;0.469004%;1.739029%;9613;0;16;0.1%;0.1%;0.1%;100.0%;0.0%;0.0%;0.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.01%;0.18%;0.42%;2.23%;3.94%;6.86%;30.65%;37.45%;16.76%;0.97%;0.10%;0.18%;0.00%;0.04%;0.09%;0.13%;sda;6516;179839;221;12821;59369;2587730;2663626;95.88%
3;fio-3.25;write-job-32k-io16;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;524288;12816;400;40908;3;4730335;2193.005402;43237.080466;172;4777796;37750.859136;182383.334314;1.000000%=4423;5.000000%=7045;10.000000%=9109;20.000000%=12386;30.000000%=15400;40.000000%=18219;50.000000%=21364;60.000000%=24772;70.000000%=28966;80.000000%=35389;90.000000%=46399;95.000000%=59506;99.000000%=223346;99.500000%=994050;99.900000%=2365587;99.950000%=4731174;99.990000%=4798283;0%=0;0%=0;0%=0;194;4777843;39944.403229;187503.099362;512;27392;17.374828%;16475.854839;6392.979171;0.349573%;1.760090%;5505;0;15;0.1%;0.1%;0.1%;0.1%;99.9%;0.0%;0.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.02%;0.01%;0.00%;0.00%;0.10%;0.63%;11.66%;33.25%;46.14%;6.73%;0.53%;0.37%;0.00%;0.07%;0.21%;0.28%;sda;6516;179839;221;12821;59369;2587730;2663626;95.88%
3;fio-3.25;write-job-32k-io32;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;524288;12949;404;40487;4;4701408;2461.405933;46777.993762;3502;4849836;76609.864927;263796.831858;1.000000%=11730;5.000000%=20578;10.000000%=25821;20.000000%=32112;30.000000%=37486;40.000000%=42205;50.000000%=46399;60.000000%=51118;70.000000%=56885;80.000000%=64225;90.000000%=81264;95.000000%=114819;99.000000%=1082130;99.500000%=2122317;99.900000%=4798283;99.950000%=4798283;99.990000%=4865392;0%=0;0%=0;0%=0;3527;4860671;79071.775029;268077.682856;1024;31424;17.793055%;16872.442623;6615.248986;0.414958%;1.617843%;4340;0;15;0.1%;0.1%;0.1%;0.1%;0.1%;99.8%;0.0%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.02%;0.59%;4.05%;53.19%;35.72%;4.53%;0.75%;0.01%;0.00%;0.57%;0.57%;sda;6516;179839;221;12821;59369;2587730;2663626;95.88%
3;fio-3.25;write-job-32k-io64;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;524288;13227;413;39636;4;4712940;2411.673673;46806.060470;9726;5002229;152287.717506;379677.951483;1.000000%=36962;5.000000%=50593;10.000000%=59506;20.000000%=70778;30.000000%=79167;40.000000%=86507;50.000000%=92798;60.000000%=100139;70.000000%=109576;80.000000%=121110;90.000000%=152043;95.000000%=270532;99.000000%=2197815;99.500000%=2600468;99.900000%=4932501;99.950000%=4932501;99.990000%=4999610;0%=0;0%=0;0%=0;9775;5016275;154699.905613;382838.797636;576;33344;18.273047%;17327.600000;6902.997028;0.423868%;1.652580%;4276;0;14;0.1%;0.1%;0.1%;0.1%;0.1%;0.2%;99.6%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.02%;0.00%;4.71%;54.83%;34.44%;3.38%;0.31%;0.00%;1.15%;1.15%;sda;6516;179839;221;12821;59369;2587730;2663626;95.88%
3;fio-3.25;write-job-32k-io128;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;524288;12915;403;40593;4;4696382;2470.275579;46810.133187;8261;5166589;314200.600704;541828.586229;1.000000%=64749;5.000000%=122159;10.000000%=139460;20.000000%=156237;30.000000%=173015;40.000000%=185597;50.000000%=200278;60.000000%=212860;70.000000%=229638;80.000000%=258998;90.000000%=417333;95.000000%=624951;99.000000%=2801795;99.500000%=5066719;99.900000%=5133828;99.950000%=5133828;99.990000%=5133828;0%=0;0%=0;0%=0;8269;5181037;316671.394408;544012.727547;1664;28288;17.495928%;16590.688525;6466.633322;0.445901%;1.581592%;4398;0;15;0.1%;0.1%;0.1%;0.1%;0.1%;0.2%;99.6%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.02%;0.04%;0.36%;2.00%;75.43%;14.70%;2.80%;0.00%;2.33%;2.33%;sda;6516;179839;221;12821;59369;2587730;2663626;95.88%
3;fio-3.25;write-job-32k-io256;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;524288;12883;402;40696;3;4723647;2476.058172;46979.960151;15103;5575692;630117.955642;774160.873541;1.000000%=70778;5.000000%=258998;10.000000%=295698;20.000000%=337641;30.000000%=362807;40.000000%=387973;50.000000%=408944;60.000000%=429916;70.000000%=501219;80.000000%=650117;90.000000%=851443;95.000000%=1887436;99.000000%=5469372;99.500000%=5536481;99.900000%=5536481;99.950000%=5536481;99.990000%=5603590;0%=0;0%=0;0%=0;15113;5580329;632594.544931;775642.548953;1152;28160;17.324550%;16428.177419;6653.904348;0.496375%;1.513699%;4396;0;13;0.1%;0.1%;0.1%;0.1%;0.1%;0.2%;99.6%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.17%;0.38%;1.25%;2.51%;65.69%;17.47%;3.18%;4.67%;4.67%;sda;6516;179839;221;12821;59369;2587730;2663626;95.88%
3;fio-3.25;write-job-32k-io512;0;0;0;0;0;0;0;0;0.000000;0.000000;0;0;0.000000;0.000000;1.000000%=0;5.000000%=0;10.000000%=0;20.000000%=0;30.000000%=0;40.000000%=0;50.000000%=0;60.000000%=0;70.000000%=0;80.000000%=0;90.000000%=0;95.000000%=0;99.000000%=0;99.500000%=0;99.900000%=0;99.950000%=0;99.990000%=0;0%=0;0%=0;0%=0;0;0;0.000000;0.000000;0;0;0.000000%;0.000000;0.000000;524288;12958;404;40458;3;4728226;2461.396271;46975.023739;20154;6005616;1250654.742194;1089590.017772;1.000000%=231735;5.000000%=557842;10.000000%=599785;20.000000%=675282;30.000000%=750780;40.000000%=801112;50.000000%=868220;60.000000%=943718;70.000000%=1061158;80.000000%=1266679;90.000000%=2466250;95.000000%=3506438;99.000000%=5939134;99.500000%=6006243;99.900000%=6006243;99.950000%=6006243;99.990000%=6006243;0%=0;0%=0;0%=0;20165;6008872;1253116.655237;1090531.164144;1600;30592;17.532182%;16625.066667;7168.381265;0.541315%;1.497887%;4313;0;14;0.1%;0.1%;0.1%;0.1%;0.1%;0.2%;99.6%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.00%;0.28%;0.30%;0.48%;1.32%;28.15%;35.05%;20.45%;13.96%;sda;6516;179839;221;12821;59369;2587730;2663626;95.88%
